EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
0	10:09:02	0	0.1000	1.5405190944671632	1.4693336486816406	0.3803	0.3803	0.3803
1	10:10:25	1	0.1000	1.156452590227127	1.244892954826355	0.3662	0.3662	0.3662
2	10:11:47	0	0.1000	1.1121164947748183	1.3722518682479858	0.4789	0.4789	0.4789
3	10:13:10	1	0.1000	1.0219430029392242	1.1955677270889282	0.338	0.338	0.338
4	10:14:33	2	0.1000	0.9628192573785782	1.1145191192626953	0.4085	0.4085	0.4085
