EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
0	03:02:56	0	0.1000	1.5429334819316864	1.2820879220962524	0.3944	0.3944	0.3944
1	03:10:09	0	0.1000	1.2311425387859345	1.0831407308578491	0.4085	0.4085	0.4085
2	03:15:40	0	0.1000	1.1099609762430191	1.2134333848953247	0.4366	0.4366	0.4366
3	03:22:29	1	0.1000	1.0349198073148727	1.0217671394348145	0.4225	0.4225	0.4225
4	03:28:00	0	0.1000	0.9964731276035309	1.002278447151184	0.4507	0.4507	0.4507
