EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
0	01:13:41	0	0.1000	1.1431811034679413	0.9767248034477234	0.5	0.5	0.5
1	01:15:47	0	0.1000	1.0001665085554123	0.8559941649436951	0.5286	0.5286	0.5286
2	01:17:52	1	0.1000	0.958624854683876	1.1336876153945923	0.3571	0.3571	0.3571
3	01:19:57	0	0.1000	0.8736612528562546	0.7638691067695618	0.5429	0.5429	0.5429
4	01:22:04	0	0.1000	0.7674694031476974	0.7125630378723145	0.6	0.6	0.6
