EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
0	05:24:25	0	0.1500	1.2397457659244537	1.183502197265625	0.338	0.338	0.338
1	05:29:44	1	0.1500	1.1185709416866303	1.115660309791565	0.338	0.338	0.338
2	05:35:18	0	0.1500	1.109029507637024	1.1790722608566284	0.3803	0.3803	0.3803
3	05:41:15	0	0.1500	1.0524207293987273	1.1335234642028809	0.4507	0.4507	0.4507
4	05:47:12	0	0.1500	1.0719998955726624	1.093798041343689	0.5915	0.5915	0.5915
